,gameId,playId,nflId,motionSinceLineset,inMotionAtBallSnap,wasRunningRoute,wasTargettedReceiver,down,yardsToGo,offenseFormation,receiverAlignment,pff_passCoverage,absoluteYardlineNumber,y,topOfLine,bottomOfLine,position,Unnamed: 0,safetyTop,safetyBottom
3290,2022103008,2838,52457,False,False,1.0,1,3,4,SHOTGUN,3x1,Cover-1,99,32.3,26.64,20.27,WR,13557.0,1.0,1.0
3291,2022103008,3482,52457,True,True,1.0,0,1,5,SHOTGUN,2x2,Cover-6 Right,80,15.4,27.24,20.56,WR,13573.0,1.0,1.0
3292,2022110601,104,52457,True,True,1.0,1,1,10,SHOTGUN,3x1,Cover-3,54,29.28,26.77,22.47,WR,15773.0,2.0,0.0
3293,2022110601,601,52457,True,False,1.0,1,2,10,SHOTGUN,3x1,Cover-0,45,42.08,32.85,28.22,WR,15788.0,0.0,2.0
3294,2022110601,654,52457,False,False,1.0,1,2,8,SHOTGUN,3x1,Cover-3,59,40.12,27.05,22.31,WR,15790.0,2.0,0.0
3295,2022110601,1211,52457,False,False,1.0,0,3,5,SHOTGUN,3x1,Cover-1,70,11.24,26.71,20.63,WR,15807.0,1.0,1.0
3296,2022110601,3287,52457,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover-3,36,36.16,27.09,22.22,WR,15867.0,1.0,1.0
3297,2022091103,58,53453,False,False,1.0,0,1,10,SHOTGUN,3x1,Quarters,35,24.76,30.3,24.0,RB,1335.0,1.0,1.0
3298,2022091103,1171,53453,False,False,1.0,0,2,7,SHOTGUN,3x1,Cover-1,17,22.43,27.33,21.44,RB,1372.0,1.0,1.0
3299,2022091103,1249,53453,False,False,1.0,1,2,1,JUMBO,1x0,Goal Line,11,24.17,27.92,21.9,RB,1374.0,0.0,1.0
3300,2022091103,2414,53453,False,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-2,35,26.95,29.85,23.92,RB,1410.0,1.0,2.0
3301,2022091103,2807,53453,True,True,1.0,0,1,10,SHOTGUN,3x1,Cover-2,40,32.31,32.79,26.71,RB,1420.0,2.0,0.0
3302,2022091103,2829,53453,True,True,1.0,0,2,10,SHOTGUN,3x1,Cover-3,40,27.86,33.15,26.98,RB,1421.0,1.0,1.0
3303,2022091103,2851,53453,True,False,1.0,0,3,10,EMPTY,3x2,Cover-0,40,20.99,32.6,26.74,RB,1422.0,0.0,2.0
3304,2022091806,102,53453,False,False,1.0,0,3,4,SHOTGUN,3x1,Cover-1,79,22.04,26.67,20.78,RB,2804.0,1.0,2.0
3305,2022091806,554,53453,False,False,1.0,0,3,3,SHOTGUN,2x2,Cover-1,78,31.76,32.92,26.87,RB,2819.0,2.0,1.0
3306,2022091806,706,53453,False,False,1.0,0,2,4,SINGLEBACK,3x1,Cover-3,57,24.08,26.7,20.53,RB,2823.0,1.0,1.0
3307,2022091806,758,53453,False,False,1.0,0,1,10,SINGLEBACK,3x1,Cover-2,52,30.14,32.84,26.51,RB,2825.0,1.0,1.0
3308,2022091806,1442,53453,False,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3,30,24.08,29.3,23.33,RB,2846.0,1.0,1.0
3309,2022091806,2299,53453,False,False,1.0,1,1,10,SINGLEBACK,2x2,Cover-2,68,23.83,26.94,20.74,RB,2873.0,1.0,2.0
3310,2022091806,2390,53453,False,False,1.0,0,2,10,SINGLEBACK,3x1,Quarters,45,23.83,26.82,20.51,RB,2876.0,1.0,2.0
3311,2022091806,2743,53453,False,False,1.0,1,1,10,SINGLEBACK,2x2,Cover-2,85,27.13,30.42,24.29,RB,2884.0,1.0,1.0
3312,2022091806,2831,53453,False,False,1.0,1,2,2,SHOTGUN,3x1,Cover-3,45,24.53,29.33,22.94,RB,2888.0,1.0,1.0
3313,2022091806,3419,53453,False,False,1.0,1,2,5,SHOTGUN,3x1,Cover-3,35,21.65,26.78,20.54,RB,2907.0,1.0,1.0
3314,2022091806,3443,53453,True,False,1.0,1,3,2,SHOTGUN,2x2,Cover-1,38,21.29,26.42,20.8,RB,2908.0,1.0,1.0
3315,2022092200,190,53453,False,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-3 Seam,30,29.34,33.15,27.0,RB,5603.0,2.0,0.0
3316,2022092200,465,53453,False,False,1.0,0,2,6,SHOTGUN,3x1,Cover-3 Seam,76,31.54,32.69,26.3,RB,5611.0,1.0,1.0
3317,2022092200,489,53453,False,False,1.0,1,3,8,EMPTY,3x2,Cover-1,74,18.71,26.82,20.74,RB,5612.0,2.0,1.0
3318,2022092200,1314,53453,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover-3,85,21.79,26.76,20.81,RB,5639.0,1.0,1.0
3319,2022092200,1991,53453,True,False,1.0,0,2,10,SHOTGUN,2x2,2-Man,53,26.04,27.04,20.65,RB,5658.0,1.0,2.0
3320,2022092200,2112,53453,False,False,1.0,0,2,9,SHOTGUN,3x1,Cover-1,27,21.26,26.96,20.61,RB,5661.0,1.0,1.0
3321,2022092200,2274,53453,False,False,1.0,1,2,7,SHOTGUN,2x2,Cover-6 Right,55,24.07,29.24,22.93,RB,5666.0,1.0,1.0
3322,2022100210,588,53453,False,False,1.0,0,2,10,SHOTGUN,3x1,Quarters,85,31.91,32.87,26.68,RB,6331.0,1.0,1.0
3323,2022100210,2531,53453,False,True,1.0,0,1,4,PISTOL,2x2,Cover-0,14,24.19,26.8,21.02,RB,6388.0,1.0,1.0
3324,2022100210,2900,53453,False,False,1.0,0,1,10,SHOTGUN,2x2,Quarters,92,27.71,33.05,26.75,RB,6397.0,1.0,1.0
3325,2022100210,3631,53453,False,False,1.0,0,1,10,SHOTGUN,3x1,Quarters,35,31.8,32.78,26.6,RB,6419.0,1.0,1.0
3326,2022100901,320,53453,False,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-3,49,29.71,34.07,27.04,RB,9101.0,1.0,1.0
3327,2022100901,489,53453,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover-1,85,27.74,33.0,26.89,RB,9108.0,1.0,1.0
3328,2022100901,1606,53453,False,False,1.0,0,2,10,SHOTGUN,3x1,Quarters,64,26.12,27.06,20.91,RB,9139.0,1.0,1.0
3329,2022100901,2213,53453,False,False,1.0,0,1,10,I_FORM,2x1,Quarters,35,26.64,29.85,23.67,RB,9155.0,1.0,1.0
3330,2022100901,2330,53453,False,False,1.0,0,2,1,SHOTGUN,2x2,Quarters,77,22.1,27.19,21.12,RB,9157.0,1.0,1.0
3331,2022101607,426,53453,False,False,1.0,1,2,6,SHOTGUN,2x2,Cover-1,104,21.25,26.63,20.77,RB,10089.0,1.0,1.0
3332,2022101607,1368,53453,False,False,1.0,1,2,7,SHOTGUN,2x2,Cover-2,56,21.88,27.16,20.85,RB,10119.0,1.0,1.0
3333,2022101607,1896,53453,True,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3,96,27.86,32.71,26.43,RB,10135.0,1.0,1.0
3334,2022102311,612,53453,False,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-3,85,26.8,29.81,23.28,RB,11288.0,1.0,1.0
3335,2022102311,857,53453,False,,1.0,0,2,6,SHOTGUN,3x1,Cover-2,81,26.05,27.26,20.71,RB,11297.0,1.0,1.0
3336,2022102311,1063,53453,False,,1.0,0,2,7,SINGLEBACK,2x2,Cover-3,79,23.87,26.79,20.28,RB,11305.0,1.0,1.0
3337,2022102311,1535,53453,False,,1.0,0,1,20,SHOTGUN,3x1,Cover-2,64,21.9,26.97,20.4,RB,11320.0,1.0,1.0
3338,2022102311,1653,53453,False,False,1.0,0,2,7,SHOTGUN,3x1,Cover-1,103,31.69,32.95,26.48,RB,11325.0,1.0,1.0
3339,2022102311,2330,53453,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover-3,95,25.89,26.89,20.56,RB,11343.0,2.0,0.0
3340,2022102311,2364,53453,True,True,1.0,0,2,10,SHOTGUN,3x1,Cover-3,95,26.82,26.81,20.59,RB,11344.0,0.0,2.0
3341,2022102311,2415,53453,True,False,1.0,1,2,4,SHOTGUN,2x2,Cover-2,77,21.51,27.01,20.64,RB,11346.0,0.0,2.0
3342,2022102311,2901,53453,False,False,1.0,0,2,7,SHOTGUN,2x2,Cover-2,47,21.72,27.12,20.74,RB,11359.0,1.0,1.0
3343,2022102311,3117,53453,False,False,1.0,0,2,8,SHOTGUN,2x2,Cover-3,35,21.57,27.0,20.83,RB,11366.0,1.0,1.0
3344,2022102311,3141,53453,False,False,1.0,0,3,4,SHOTGUN,2x2,Cover-2,39,31.43,32.82,26.46,RB,11367.0,2.0,0.0
3345,2022102311,3425,53453,False,False,1.0,0,2,10,SHOTGUN,3x1,Cover-3,50,21.77,26.94,20.66,RB,11376.0,2.0,0.0
3346,2022102311,3713,53453,True,False,1.0,0,3,16,SHOTGUN,2x2,Cover-3,80,21.98,26.95,20.46,RB,11384.0,2.0,1.0
3347,2022103008,672,53453,False,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-2,52,29.69,32.38,26.62,RB,13495.0,1.0,1.0
3348,2022103008,848,53453,False,False,1.0,0,4,1,JUMBO,2x2,Red Zone,11,29.6,31.97,26.52,RB,13501.0,2.0,0.0
3349,2022103008,1529,53453,False,False,1.0,0,1,10,I_FORM,2x1,Cover-3,32,29.43,33.04,26.65,RB,13519.0,1.0,1.0
3350,2022103008,2242,53453,False,False,1.0,1,1,10,SHOTGUN,3x1,Cover 6-Left,32,21.31,26.75,20.28,RB,13539.0,1.0,1.0
3351,2022103008,3482,53453,False,False,1.0,1,1,5,SHOTGUN,2x2,Cover-6 Right,80,21.95,27.24,20.56,RB,13573.0,1.0,1.0
3352,2022091103,58,53484,False,False,1.0,1,1,10,SHOTGUN,3x1,Quarters,35,22.41,30.3,24.0,TE,1335.0,1.0,1.0
3353,2022091103,719,53484,True,False,1.0,1,1,10,PISTOL,3x1,Cover-3,76,22.24,29.63,23.56,TE,1355.0,1.0,1.0
3354,2022091103,1171,53484,False,False,1.0,0,2,7,SHOTGUN,3x1,Cover-1,17,28.89,27.33,21.44,TE,1372.0,1.0,1.0
3355,2022091103,1471,53484,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover-2,102,31.78,29.74,23.86,TE,1381.0,1.0,1.0
3356,2022091103,2008,53484,False,False,1.0,1,1,10,SINGLEBACK,2x2,Cover-3,19,28.22,27.33,21.2,TE,1395.0,1.0,1.0
3357,2022091103,2103,53484,False,False,1.0,0,2,14,SHOTGUN,3x1,Cover 6-Left,26,28.92,27.23,20.99,TE,1399.0,1.0,1.0
3358,2022091103,2414,53484,False,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-2,35,22.64,29.85,23.92,TE,1410.0,1.0,2.0
3359,2022091103,2433,53484,True,False,1.0,0,2,12,SHOTGUN,2x2,Cover-3,33,19.39,27.08,21.14,TE,1411.0,1.0,1.0
3360,2022091103,2807,53484,False,False,1.0,1,1,10,SHOTGUN,3x1,Cover-2,40,24.25,32.79,26.71,TE,1420.0,2.0,0.0
3361,2022091103,2829,53484,False,False,1.0,0,2,10,SHOTGUN,3x1,Cover-3,40,25.53,33.15,26.98,TE,1421.0,1.0,1.0
3362,2022091103,2851,53484,False,False,1.0,0,3,10,EMPTY,3x2,Cover-0,40,19.93,32.6,26.74,TE,1422.0,0.0,2.0
3363,2022091103,3171,53484,False,False,1.0,1,3,4,SHOTGUN,2x2,Cover-1,70,37.86,32.45,26.42,TE,1434.0,2.0,0.0
3364,2022091103,4199,53484,False,False,1.0,0,3,3,SHOTGUN,3x1,Cover-1,42,29.04,27.04,21.08,TE,1460.0,1.0,1.0
3365,2022091103,4993,53484,True,False,1.0,1,1,10,SHOTGUN,3x1,2-Man,30,21.35,30.56,24.79,TE,1477.0,1.0,1.0
3366,2022091806,102,53484,True,True,1.0,1,3,4,SHOTGUN,3x1,Cover-1,79,28.79,26.67,20.78,TE,2804.0,1.0,2.0
3367,2022091806,554,53484,True,False,1.0,0,3,3,SHOTGUN,2x2,Cover-1,78,37.6,32.92,26.87,TE,2819.0,2.0,1.0
3368,2022091806,640,53484,True,False,1.0,1,1,10,SHOTGUN,3x1,Cover-3 Cloud Left,74,24.8,33.14,26.84,TE,2820.0,1.0,1.0
3369,2022091806,706,53484,False,False,1.0,1,2,4,SINGLEBACK,3x1,Cover-3,57,19.82,26.7,20.53,TE,2823.0,1.0,1.0
3370,2022091806,1004,53484,True,False,1.0,0,3,10,SHOTGUN,2x2,Cover-3,58,18.52,26.83,20.73,TE,2834.0,0.0,4.0
3371,2022091806,1033,53484,False,False,1.0,0,1,10,SINGLEBACK,3x1,Cover-2,70,33.69,32.94,26.85,TE,2835.0,1.0,1.0
3372,2022091806,1052,53484,True,False,1.0,1,2,17,SHOTGUN,3x1,Cover-1,63,24.61,32.83,26.4,TE,2836.0,1.0,1.0
3373,2022091806,1074,53484,False,False,1.0,0,3,17,SHOTGUN,3x1,Cover-3,63,24.6,32.8,26.55,TE,2837.0,2.0,1.0
3374,2022091806,1189,53484,False,False,1.0,0,1,15,EMPTY,3x2,Quarters,86,34.89,26.62,20.56,TE,2840.0,1.0,1.0
3375,2022091806,1442,53484,True,False,1.0,1,1,10,SHOTGUN,2x2,Cover-3,30,22.13,29.3,23.33,TE,2846.0,1.0,1.0
3376,2022091806,1491,53484,False,False,1.0,0,3,3,SHOTGUN,2x2,Cover-1,37,16.07,26.77,20.72,TE,2848.0,1.0,2.0
3377,2022091806,1593,53484,False,False,1.0,1,3,7,EMPTY,3x2,Cover-1,45,30.8,26.65,20.48,TE,2851.0,1.0,2.0
3378,2022091806,2299,53484,True,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-2,68,15.66,26.94,20.74,TE,2873.0,1.0,2.0
3379,2022091806,2414,53484,True,False,1.0,0,3,8,SHOTGUN,3x1,Cover-1,43,29.99,26.99,20.81,TE,2877.0,2.0,1.0
3380,2022091806,2831,53484,False,False,1.0,0,2,2,SHOTGUN,3x1,Cover-3,45,31.28,29.33,22.94,TE,2888.0,1.0,1.0
3381,2022091806,3419,53484,True,True,1.0,0,2,5,SHOTGUN,3x1,Cover-3,35,29.79,26.78,20.54,TE,2907.0,1.0,1.0
3382,2022091806,3443,53484,False,False,1.0,0,3,2,SHOTGUN,2x2,Cover-1,38,18.89,26.42,20.8,TE,2908.0,1.0,1.0
3383,2022092200,190,53484,True,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-3 Seam,30,34.71,33.15,27.0,TE,5603.0,2.0,0.0
3384,2022092200,465,53484,True,True,1.0,0,2,6,SHOTGUN,3x1,Cover-3 Seam,76,23.42,32.69,26.3,TE,5611.0,1.0,1.0
3385,2022092200,489,53484,False,False,1.0,0,3,8,EMPTY,3x2,Cover-1,74,28.73,26.82,20.74,TE,5612.0,2.0,1.0
3386,2022092200,1991,53484,True,False,1.0,0,2,10,SHOTGUN,2x2,2-Man,53,17.93,27.04,20.65,TE,5658.0,1.0,2.0
3387,2022092200,2134,53484,True,False,1.0,0,3,9,SHOTGUN,3x1,Cover-3,27,28.47,26.86,20.59,TE,5662.0,1.0,1.0
3388,2022092200,2274,53484,False,False,1.0,0,2,7,SHOTGUN,2x2,Cover-6 Right,55,31.27,29.24,22.93,TE,5666.0,1.0,1.0
3389,2022100210,144,53484,False,False,1.0,1,3,4,SHOTGUN,3x1,Cover-6 Right,68,24.99,32.8,26.83,TE,6316.0,1.0,1.0
3390,2022100210,994,53484,False,False,1.0,0,2,16,SHOTGUN,3x1,Quarters,29,34.1,32.21,25.97,TE,6344.0,1.0,1.0
3391,2022100210,1329,53484,False,False,1.0,1,1,10,SINGLEBACK,3x1,Cover-3,25,30.25,26.64,20.44,TE,6354.0,1.0,1.0
3392,2022100210,1431,53484,True,False,1.0,0,3,18,SHOTGUN,3x1,Quarters,41,21.48,29.92,23.62,TE,6357.0,1.0,1.0
3393,2022100210,2531,53484,False,False,1.0,0,1,4,PISTOL,2x2,Cover-0,14,35.25,26.8,21.02,TE,6388.0,1.0,1.0
3394,2022100210,2900,53484,True,True,1.0,1,1,10,SHOTGUN,2x2,Quarters,92,23.59,33.05,26.75,TE,6397.0,1.0,1.0
3395,2022100210,3726,53484,False,False,1.0,0,3,3,SHOTGUN,2x2,Cover-1,53,8.79,26.81,20.84,TE,6423.0,1.0,1.0
3396,2022100901,394,53484,False,False,1.0,0,1,10,SHOTGUN,2x2,Quarters,60,18.38,27.2,20.92,TE,9104.0,1.0,1.0
3397,2022100901,439,53484,False,False,1.0,0,2,4,SHOTGUN,2x2,Quarters,77,33.03,26.87,20.92,TE,9106.0,1.0,1.0
3398,2022100901,555,53484,False,False,1.0,0,3,8,SHOTGUN,2x2,Bracket,99,35.08,32.68,26.73,TE,9111.0,1.0,1.0
3399,2022100901,1675,53484,True,False,1.0,0,2,9,SHOTGUN,2x2,Cover-1,29,19.12,27.01,21.12,TE,9141.0,1.0,1.0
3400,2022100901,2330,53484,False,False,1.0,0,2,1,SHOTGUN,2x2,Quarters,77,34.89,27.19,21.12,TE,9157.0,1.0,1.0
3401,2022100901,2354,53484,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover-3,86,19.63,33.08,26.94,TE,9158.0,1.0,1.0
3402,2022100901,2407,53484,True,False,1.0,0,3,6,SHOTGUN,3x1,Cover-2,90,33.73,26.88,20.76,TE,9160.0,1.0,1.0
3403,2022100901,2429,53484,True,False,1.0,0,4,6,SHOTGUN,2x2,2-Man,90,18.3,26.5,20.7,TE,9161.0,1.0,1.0
3404,2022100901,2768,53484,False,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3,30,18.4,30.13,23.9,TE,9166.0,1.0,1.0
3405,2022102311,612,53484,True,False,1.0,1,1,10,SINGLEBACK,2x2,Cover-3,85,22.27,29.81,23.28,TE,11288.0,1.0,1.0
3406,2022102311,857,53484,False,,1.0,0,2,6,SHOTGUN,3x1,Cover-2,81,29.12,27.26,20.71,TE,11297.0,1.0,1.0
3407,2022102311,1063,53484,False,,1.0,0,2,7,SINGLEBACK,2x2,Cover-3,79,30.28,26.79,20.28,TE,11305.0,1.0,1.0
3408,2022102311,1653,53484,False,False,1.0,0,2,7,SHOTGUN,3x1,Cover-1,103,24.78,32.95,26.48,TE,11325.0,1.0,1.0
3409,2022102311,2330,53484,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover-3,95,18.86,26.89,20.56,TE,11343.0,2.0,0.0
3410,2022102311,2415,53484,False,False,1.0,0,2,4,SHOTGUN,2x2,Cover-2,77,18.89,27.01,20.64,TE,11346.0,0.0,2.0
3411,2022102311,3372,53484,True,False,1.0,1,1,10,SINGLEBACK,2x2,Cover-3,37,16.05,26.7,20.41,TE,11374.0,1.0,1.0
3412,2022102311,3447,53484,False,False,1.0,0,3,10,SHOTGUN,3x1,2-Man,50,29.82,26.94,20.57,TE,11377.0,2.0,1.0
3413,2022102311,3546,53484,False,False,1.0,0,2,10,SHOTGUN,3x1,Cover-3,76,24.68,32.78,26.4,TE,11381.0,1.0,1.0
3414,2022102311,3713,53484,False,False,1.0,0,3,16,SHOTGUN,2x2,Cover-3,80,29.32,26.95,20.46,TE,11384.0,2.0,1.0
3415,2022103008,606,53484,False,False,1.0,0,1,15,EMPTY,3x2,Cover-2,68,34.8,26.87,20.05,TE,13492.0,1.0,1.0
3416,2022103008,672,53484,False,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-2,52,34.62,32.38,26.62,TE,13495.0,1.0,1.0
3417,2022103008,1962,53484,True,False,1.0,1,2,10,SHOTGUN,3x1,Cover 6-Left,71,32.3,26.71,20.26,TE,13531.0,1.0,1.0
3418,2022103008,2242,53484,True,False,1.0,0,1,10,SHOTGUN,3x1,Cover 6-Left,32,30.76,26.75,20.28,TE,13539.0,1.0,1.0
3419,2022103008,2490,53484,True,False,1.0,1,1,10,SINGLEBACK,3x1,Cover-3,35,24.86,32.87,26.68,TE,13546.0,1.0,1.0
3420,2022103008,2809,53484,False,False,1.0,0,2,10,SHOTGUN,2x2,Cover-1,93,35.07,32.85,26.34,TE,13556.0,1.0,1.0
3421,2022103008,2838,53484,True,True,1.0,0,3,4,SHOTGUN,3x1,Cover-1,99,31.79,26.64,20.27,TE,13557.0,1.0,1.0
3422,2022103008,3482,53484,False,False,1.0,0,1,5,SHOTGUN,2x2,Cover-6 Right,80,34.09,27.24,20.56,TE,13573.0,1.0,1.0
3423,2022091103,58,54517,False,False,1.0,0,1,10,SHOTGUN,3x1,Quarters,35,43.79,30.3,24.0,WR,1335.0,1.0,1.0
3424,2022091103,1126,54517,True,True,1.0,0,1,10,SINGLEBACK,2x2,Cover-3 Seam,51,31.67,32.64,26.33,WR,1370.0,1.0,1.0
3425,2022091103,1171,54517,False,False,1.0,0,2,7,SHOTGUN,3x1,Cover-1,17,10.08,27.33,21.44,WR,1372.0,1.0,1.0
3426,2022091103,1471,54517,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover-2,102,45.46,29.74,23.86,WR,1381.0,1.0,1.0
3427,2022091103,2103,54517,False,False,1.0,1,2,14,SHOTGUN,3x1,Cover 6-Left,26,42.44,27.23,20.99,WR,1399.0,1.0,1.0
3428,2022091103,2414,54517,False,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-2,35,44.21,29.85,23.92,WR,1410.0,1.0,2.0
3429,2022091103,2433,54517,False,False,1.0,0,2,12,SHOTGUN,2x2,Cover-3,33,11.96,27.08,21.14,WR,1411.0,1.0,1.0
3430,2022091103,2569,54517,False,False,1.0,0,3,16,SHOTGUN,2x2,Cover-3,40,9.69,32.69,26.63,WR,1415.0,1.0,1.0
3431,2022091103,2807,54517,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover-2,40,10.03,32.79,26.71,WR,1420.0,2.0,0.0
3432,2022091103,2829,54517,False,False,1.0,0,2,10,SHOTGUN,3x1,Cover-3,40,10.93,33.15,26.98,WR,1421.0,1.0,1.0
3433,2022091103,2851,54517,False,False,1.0,0,3,10,EMPTY,3x2,Cover-0,40,18.05,32.6,26.74,WR,1422.0,0.0,2.0
3434,2022091103,3171,54517,False,False,1.0,0,3,4,SHOTGUN,2x2,Cover-1,70,46.05,32.45,26.42,WR,1434.0,2.0,0.0
3435,2022091103,4199,54517,False,False,1.0,0,3,3,SHOTGUN,3x1,Cover-1,42,43.9,27.04,21.08,WR,1460.0,1.0,1.0
3436,2022091103,4686,54517,False,False,1.0,0,2,10,SHOTGUN,2x2,Cover-1,67,8.76,27.63,21.27,WR,1471.0,1.0,1.0
3437,2022091103,4993,54517,False,False,1.0,0,1,10,SHOTGUN,3x1,2-Man,30,8.86,30.56,24.79,WR,1477.0,1.0,1.0
3438,2022091806,78,54517,False,False,1.0,0,2,8,SHOTGUN,3x1,Cover-1,83,11.59,33.09,26.71,WR,2803.0,1.0,1.0
3439,2022091806,102,54517,False,False,1.0,0,3,4,SHOTGUN,3x1,Cover-1,79,42.53,26.67,20.78,WR,2804.0,1.0,2.0
3440,2022091806,554,54517,False,False,1.0,0,3,3,SHOTGUN,2x2,Cover-1,78,11.51,32.92,26.87,WR,2819.0,2.0,1.0
3441,2022091806,640,54517,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover-3 Cloud Left,74,11.44,33.14,26.84,WR,2820.0,1.0,1.0
3442,2022091806,706,54517,True,True,1.0,0,2,4,SINGLEBACK,3x1,Cover-3,57,25.27,26.7,20.53,WR,2823.0,1.0,1.0
3443,2022091806,758,54517,True,True,1.0,0,1,10,SINGLEBACK,3x1,Cover-2,52,26.92,32.84,26.51,WR,2825.0,1.0,1.0
3444,2022091806,1004,54517,False,False,1.0,0,3,10,SHOTGUN,2x2,Cover-3,58,37.04,26.83,20.73,WR,2834.0,0.0,4.0
3445,2022091806,1033,54517,True,True,1.0,0,1,10,SINGLEBACK,3x1,Cover-2,70,27.86,32.94,26.85,WR,2835.0,1.0,1.0
3446,2022091806,1052,54517,False,False,1.0,0,2,17,SHOTGUN,3x1,Cover-1,63,43.08,32.83,26.4,WR,2836.0,1.0,1.0
3447,2022091806,1074,54517,False,False,1.0,0,3,17,SHOTGUN,3x1,Cover-3,63,10.06,32.8,26.55,WR,2837.0,2.0,1.0
3448,2022091806,1189,54517,False,False,1.0,0,1,15,EMPTY,3x2,Quarters,86,36.12,26.62,20.56,WR,2840.0,1.0,1.0
3449,2022091806,1442,54517,False,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3,30,42.32,29.3,23.33,WR,2846.0,1.0,1.0
3450,2022091806,1491,54517,False,False,1.0,0,3,3,SHOTGUN,2x2,Cover-1,37,8.58,26.77,20.72,WR,2848.0,1.0,2.0
3451,2022091806,1593,54517,False,False,1.0,0,3,7,EMPTY,3x2,Cover-1,45,42.72,26.65,20.48,WR,2851.0,1.0,2.0
3452,2022091806,2414,54517,False,False,1.0,0,3,8,SHOTGUN,3x1,Cover-1,43,42.96,26.99,20.81,WR,2877.0,2.0,1.0
3453,2022091806,2743,54517,False,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-2,85,43.86,30.42,24.29,WR,2884.0,1.0,1.0
3454,2022091806,2831,54517,False,False,1.0,0,2,2,SHOTGUN,3x1,Cover-3,45,44.64,29.33,22.94,WR,2888.0,1.0,1.0
3455,2022091806,3419,54517,False,False,1.0,0,2,5,SHOTGUN,3x1,Cover-3,35,42.32,26.78,20.54,WR,2907.0,1.0,1.0
3456,2022091806,3443,54517,False,False,1.0,0,3,2,SHOTGUN,2x2,Cover-1,38,15.4,26.42,20.8,WR,2908.0,1.0,1.0
3457,2022092200,465,54517,False,False,1.0,1,2,6,SHOTGUN,3x1,Cover-3 Seam,76,10.04,32.69,26.3,WR,5611.0,1.0,1.0
3458,2022092200,489,54517,False,False,1.0,0,3,8,EMPTY,3x2,Cover-1,74,43.99,26.82,20.74,WR,5612.0,2.0,1.0
3459,2022092200,746,54517,False,False,1.0,0,2,7,SHOTGUN,3x1,Cover-1,38,34.49,27.24,21.05,WR,5621.0,1.0,1.0
3460,2022092200,1314,54517,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover-3,85,11.92,26.76,20.81,WR,5639.0,1.0,1.0
3461,2022092200,1991,54517,False,False,1.0,1,2,10,SHOTGUN,2x2,2-Man,53,10.67,27.04,20.65,WR,5658.0,1.0,2.0
3462,2022092200,2112,54517,False,False,1.0,1,2,9,SHOTGUN,3x1,Cover-1,27,42.06,26.96,20.61,WR,5661.0,1.0,1.0
3463,2022092200,2134,54517,False,False,1.0,0,3,9,SHOTGUN,3x1,Cover-3,27,10.27,26.86,20.59,WR,5662.0,1.0,1.0
3464,2022092200,2274,54517,True,True,1.0,0,2,7,SHOTGUN,2x2,Cover-6 Right,55,35.55,29.24,22.93,WR,5666.0,1.0,1.0
3465,2022100210,144,54517,False,False,1.0,0,3,4,SHOTGUN,3x1,Cover-6 Right,68,9.64,32.8,26.83,WR,6316.0,1.0,1.0
3466,2022100210,588,54517,False,False,1.0,1,2,10,SHOTGUN,3x1,Quarters,85,9.75,32.87,26.68,WR,6331.0,1.0,1.0
3467,2022100210,994,54517,False,False,1.0,1,2,16,SHOTGUN,3x1,Quarters,29,16.26,32.21,25.97,WR,6344.0,1.0,1.0
3468,2022100210,1431,54517,False,False,1.0,0,3,18,SHOTGUN,3x1,Quarters,41,8.95,29.92,23.62,WR,6357.0,1.0,1.0
3469,2022100210,3072,54517,True,False,1.0,1,3,4,SHOTGUN,3x1,Cover-1,45,9.54,26.52,20.6,WR,6403.0,1.0,1.0
3470,2022100210,3631,54517,False,False,1.0,0,1,10,SHOTGUN,3x1,Quarters,35,11.12,32.78,26.6,WR,6419.0,1.0,1.0
3471,2022100210,3726,54517,False,False,1.0,1,3,3,SHOTGUN,2x2,Cover-1,53,34.14,26.81,20.84,WR,6423.0,1.0,1.0
